  2449     cell side=  247.    lamda=  30.0    %-model= 3.0    dens=  0.0
   X(m)   Y(m)   Z(m asl)   sx(m)  sy(m)   sz(m)  den(kg/m3)   sen    ord
 364550 6008161     351      218    205    218      7.3       28.1    5.2
 364550 6008367     351      218    205    218      7.3       28.1    3.9
 364550 6008572     351      218    205    218      3.7       28.3    4.4
 364768 6006683     351      218    226    218      3.7       32.2    3.9
 364768 6006909     351      218    226    218      7.3       33.4    4.6
 364768 6007142     351      218    239    218     11.0       34.0    4.8
 364768 6007381     351      218    239    218     11.0       33.9    8.9
 364768 6007620     351      218    239    218     11.0       33.4   10.0
 364768 6007859     351      218    239    218     11.0       32.8    7.1
 364768 6008098     351      218    239    218     11.0       32.2    3.8
 364768 6008332     351      218    229    218      7.3       31.8    4.7
 364768 6008560     351      218    229    218      3.7       31.7    4.8
 364768 6008789     351      218    229    218      3.7       31.8    3.7
 364986 6006668     351      218    252    218      3.7       36.0    3.7
 364986 6006926     351      218    264    218      7.3       37.5    4.4
 364986 6007190     351      218    264    218     11.0       38.3    4.9
 364986 6007454     351      218    264    218     11.0       38.2    8.3
 364986 6007718     351      218    264    218     11.0       37.6    8.7
 364986 6007982     351      218    264    218     11.0       36.8    5.3
 364986 6008247     351      218    264    218      7.3       36.0    5.4
 364986 6008505     351      218    253    218      7.3       35.3    3.9
 364986 6008759     351      218    253    218      3.7       34.6    3.7
 365205 6006789     351      218    290    218      3.7       41.4    4.2
 365205 6007079     351      218    290    218      7.3       42.8    5.3
 365205 6007376     351      218    304    218     11.0       43.1    6.8
 365205 6007680     351      218    304    218     11.0       42.5    7.6
 365205 6007984     351      218    304    218     11.0       41.3    5.0
 365205 6008279     351      218    287    218      7.3       39.8    5.0
 365205 6008560     351      218    274    218      3.7       38.2    4.3
 365423 6006857     351      218    330    218      3.7       47.0    4.5
 365423 6007186     351      218    330    218     11.0       48.3    3.8
 365423 6007516     351      218    330    218     11.0       48.1    6.0
 365423 6007846     351      218    330    218     11.0       46.6    5.4
 365423 6008175     351      218    330    218      7.3       44.3    4.9
 365423 6008490     351      218    300    218      3.7       41.4    4.0
 365641 6006964     351      218    375    218      7.3       53.3    3.9
 365641 6007339     351      218    375    218     11.0       53.8    4.4
 365641 6007713     351      218    375    218     11.0       52.2    4.8
 365641 6008077     351      218    353    218      7.3       49.0    4.7
 365641 6008415     351      218    323    218      3.7       44.8    3.7
 365860 6006969     351      218    419    218      3.7       59.5    4.7
 365860 6007388     351      218    419    218     11.0       59.3    3.9
 365860 6007798     351      218    402    218      7.3       56.1    5.3
 365860 6008183     351      218    367    218      3.7       50.9    4.2
 366078 6006915     351      218    464    218      3.7       65.9    4.0
 366078 6007379     351      218    464    218      7.3       64.8    5.1
 366078 6007827     351      218    430    218      7.3       59.8    4.2
 366296 6007163     351      218    508    218      3.7       71.8    5.4
 366296 6007656     351      218    477    218      7.3       66.3    3.8
 366515 6007530     351      218    520    218      3.7       72.4    4.8
 366733 6007340     351      218    592    218      3.7       79.9    4.1
 367825 6013641     351      218    174    218     -3.7       23.8    4.4
 367825 6013815     351      218    174    218     -3.7       23.8    5.1
 367825 6013989     351      218    174    218     -3.7       24.0    5.4
 367825 6014163     351      218    174    218     -3.7       24.3    5.3
 367825 6014337     351      218    174    218     -3.7       24.9    4.2
 368043 6013523     351      218    183    218     -3.7       25.5    4.7
 368043 6013706     351      218    183    218     -3.7       25.1    5.0
 368043 6013889     351      218    183    218     -3.7       24.8    5.1
 368043 6014072     351      218    183    218     -3.7       24.6    4.6
 368043 6014256     351      218    183    218     -3.7       24.7    3.8
 368261 6013516     351      218    202    218     -3.7       27.1    4.2
 368261 6013711     351      218    189    218     -3.7       26.2    4.5
 368261 6013900     351      218    189    218     -3.7       25.4    4.1
 361425 6005575     128      228    172    228      3.7       25.8    8.0
 361425 6005747     128      228    172    228      3.7       25.7    9.0
 361425 6005919     128      228    172    228      3.7       25.8    8.5
 361653 6005293     128      228    188    228      3.7       27.6    5.8
 361653 6005476     128      228    178    228      3.7       26.9   10.1
 361653 6005654     128      228    178    228      3.7       26.6   11.9
 361653 6005832     128      228    178    228      3.7       26.3   12.4
 361653 6006010     128      228    178    228      3.7       26.2   11.5
 361881 6005335     128      228    194    228      3.7       28.3    7.4
 361881 6005523     128      228    183    228      3.7       27.6   11.4
 361881 6005706     128      228    183    228      3.7       27.1   13.4
 361881 6005889     128      228    183    228      3.7       26.7   13.7
 361881 6006067     128      228    174    228      3.7       26.3   12.8
 362108 6005713     128      228    185    228      3.7       27.2    7.5
 362108 6005893     128      228    176    228      3.7       26.7   12.0
 363019 6007125     128      228    139    228      3.7       21.1   13.9
 363247 6006641     128      228    150    228      3.7       22.8    3.7
 363247 6006790     128      228    150    228      3.7       22.6    4.8
 363247 6006940     128      228    150    228      3.7       22.2   17.4
 363247 6007086     128      228    143    228      3.7       21.7   19.9
 363247 6007229     128      228    143    228      3.7       21.1   19.2
 363247 6007369     128      228    136    228      3.7       20.6   19.5
 363247 6007505     128      228    136    228      3.7       20.1   15.2
 363247 6007638     128      228    130    228      3.7       19.7   11.3
 363247 6007768     128      228    130    228      3.7       19.3    7.4
 363247 6007898     128      228    130    228      3.7       19.1    4.7
 363247 6008025     128      228    125    228      3.7       18.9    3.8
 363475 6006636     128      228    150    228      3.7       23.2    3.9
 363475 6006786     128      228    150    228      3.7       23.1    5.6
 363475 6006935     128      228    150    228      7.3       22.9    4.4
 363475 6007085     128      228    150    228      7.3       22.5   15.0
 363475 6007235     128      228    150    228      7.3       22.0   16.7
 363475 6007381     128      228    142    228      7.3       21.4   16.0
 363475 6007523     128      228    142    228      7.3       20.9   11.1
 363475 6007661     128      228    135    228      7.3       20.5    6.0
 363475 6007797     128      228    135    228      7.3       20.2    3.7
 363475 6007932     128      228    135    228      3.7       19.9    7.1
 363475 6008068     128      228    135    228      3.7       19.8    4.9
 363475 6008200     128      228    130    228      3.7       19.7    4.0
 363703 6006639     128      228    152    228      3.7       24.0    4.1
 363703 6006791     128      228    152    228      7.3       24.1    3.7
 363703 6006942     128      228    152    228      7.3       24.0    5.0
 363703 6007094     128      228    152    228      7.3       23.7   14.8
 363703 6007245     128      228    152    228      7.3       23.2   19.3
 363703 6007397     128      228    152    228      7.3       22.7   18.5
 363703 6007548     128      228    152    228      7.3       22.2   14.5
 363703 6007696     128      228    144    228      7.3       21.8   11.0
 363703 6007840     128      228    144    228      7.3       21.4    5.1
 363703 6007984     128      228    144    228      3.7       21.2    8.2
 363703 6008128     128      228    144    228      3.7       21.1    5.4
 363703 6008272     128      228    144    228      3.7       21.1    3.9
 363930 6006739     128      228    162    228      3.7       25.4    4.7
 363930 6006901     128      228    162    228      7.3       25.5    4.7
 363930 6007063     128      228    162    228      7.3       25.4    9.3
 363930 6007226     128      228    162    228     11.0       25.0    4.4
 363930 6007388     128      228    162    228     11.0       24.6    9.6
 363930 6007550     128      228    162    228     11.0       24.1    4.0
 363930 6007709     128      228    156    228      7.3       23.6   11.8
 363930 6007865     128      228    156    228      7.3       23.2    6.3
 363930 6008021     128      228    156    228      7.3       23.0    4.2
 363930 6008177     128      228    156    228      3.7       22.9    5.5
 363930 6008333     128      228    156    228      3.7       23.0    4.0
 364158 6006737     128      228    176    228      3.7       27.2    4.6
 364158 6006913     128      228    176    228      7.3       27.4    4.7
 364158 6007088     128      228    176    228     11.0       27.4    3.8
 364158 6007264     128      228    176    228     11.0       27.2    5.6
 364158 6007440     128      228    176    228     11.0       26.7    7.3
 364158 6007616     128      228    176    228     11.0       26.3    6.3
 364158 6007792     128      228    176    228      7.3       25.8    9.9
 364158 6007964     128      228    168    228      7.3       25.5    5.7
 364158 6008132     128      228    168    228      7.3       25.3    4.0
 364158 6008300     128      228    168    228      3.7       25.3    4.9
 364158 6008468     128      228    168    228      3.7       25.6    3.8
 364386 6006673     128      228    188    228      3.7       29.2    4.0
 364386 6006862     128      228    188    228      7.3       29.8    4.2
 364386 6007050     128      228    188    228      7.3       30.0    5.8
 364386 6007239     128      228    188    228     11.0       30.0    4.7
 364386 6007427     128      228    188    228     11.0       29.6    7.0
 364386 6007616     128      228    188    228     11.0       29.2    6.9
 364386 6007804     128      228    188    228     11.0       28.7    3.8
 364386 6007993     128      228    188    228      7.3       28.4    5.9
 364386 6008181     128      228    188    228      7.3       28.2    4.2
 364386 6008370     128      228    188    228      3.7       28.3    4.8
 364386 6008558     128      228    188    228      3.7       28.6    3.7
 364614 6006731     128      228    202    228      3.7       32.3    4.2
 364614 6006938     128      228    213    228      7.3       32.9    4.5
 364614 6007151     128      228    213    228     11.0       33.2    4.0
 364614 6007364     128      228    213    228     11.0       33.1    5.6
 364614 6007577     128      228    213    228     11.0       32.7    6.9
 364614 6007790     128      228    213    228     11.0       32.3    4.6
 364614 6008003     128      228    213    228      7.3       31.8    6.2
 364614 6008216     128      228    213    228      7.3       31.6    4.5
 364614 6008429     128      228    213    228      3.7       31.6    4.7
 364841 6006875     128      228    234    228      7.3       36.3    3.8
 364841 6007109     128      228    234    228      7.3       36.9    5.6
 364841 6007342     128      228    234    228     11.0       36.9    4.9
 364841 6007576     128      228    234    228     11.0       36.6    5.7
 364841 6007810     128      228    234    228     11.0       36.1    4.5
 364841 6008043     128      228    234    228      7.3       35.6    5.9
 364841 6008277     128      228    234    228      7.3       35.2    4.4
 364841 6008511     128      228    234    228      3.7       35.0    4.3
 365069 6006817     128      228    250    228      3.7       40.1    4.2
 365069 6007074     128      228    265    228      7.3       41.0    4.8
 365069 6007339     128      228    265    228     11.0       41.2    4.2
 365069 6007603     128      228    265    228     11.0       40.9    5.1
 365069 6007868     128      228    265    228     11.0       40.2    4.2
 365069 6008133     128      228    265    228      7.3       39.4    4.9
 365069 6008397     128      228    265    228      3.7       38.6    4.6
 365297 6006877     128      228    280    228      3.7       45.0    4.3
 365297 6007165     128      228    296    228      7.3       45.9    5.0
 365297 6007461     128      228    296    228     11.0       45.8    4.2
 365297 6007757     128      228    296    228     11.0       45.1    4.2
 365297 6008053     128      228    296    228      7.3       43.8    4.8
 365297 6008341     128      228    279    228      3.7       42.2    4.5
 365525 6006855     128      228    311    228      3.7       50.1    3.9
 365525 6007175     128      228    329    228      7.3       51.0    4.5
 365525 6007504     128      228    329    228      7.3       50.7    6.0
 365525 6007834     128      228    329    228      7.3       49.2    5.2
 365525 6008154     128      228    310    228      3.7       46.9    4.8
 365752 6007222     128      228    365    228      7.3       56.4    4.3
 365752 6007587     128      228    365    228      7.3       55.2    5.0
 365752 6007943     128      228    347    228      7.3       52.5    3.8
 365980 6007162     128      228    402    228      3.7       62.1    4.8
 365980 6007564     128      228    402    228      7.3       60.1    4.1
 365980 6007951     128      228    371    228      3.7       56.0    4.1
 366208 6007480     128      228    439    228      3.7       65.6    4.7
 366435 6007206     128      228    476    228      3.7       73.1    3.7
 367802 6014040     128      228    182    228     -3.7       27.2    3.7
 367802 6014222     128      228    182    228     -3.7       27.8    3.9
 368030 6013706     128      228    192    228     -3.7       28.2    3.8
 368030 6013898     128      228    192    228     -3.7       28.0    4.1
 368030 6014089     128      228    192    228     -3.7       28.0    4.0
 368257 6013735     128      228    194    228     -3.7       29.4    3.8
 368257 6013929     128      228    194    228     -3.7       28.9    3.7
 361574 6005619    -104      237    183    237      3.7       29.6    7.8
 361574 6005803    -104      237    183    237      3.7       29.3    8.2
 361811 6005658    -104      237    187    237      3.7       30.0    9.4
 361811 6005845    -104      237    187    237      3.7       29.5    9.6
 361811 6006027    -104      237    178    237      3.7       29.1    8.7
 363233 6006802    -104      237    159    237      3.7       25.4    4.2
 363233 6006958    -104      237    152    237      3.7       25.0   11.2
 363233 6007110    -104      237    152    237      3.7       24.5   14.4
 363233 6007259    -104      237    146    237      3.7       24.0   13.8
 363233 6007405    -104      237    146    237      3.7       23.5    9.0
 363233 6007549    -104      237    141    237      3.7       23.1    5.9
 363233 6007690    -104      237    141    237      3.7       22.7    3.9
 363470 6006657    -104      237    160    237      3.7       26.2    3.9
 363470 6006817    -104      237    160    237      3.7       26.0    5.3
 363470 6006976    -104      237    160    237      3.7       25.7   13.3
 363470 6007136    -104      237    160    237      7.3       25.3    3.9
 363470 6007292    -104      237    151    237      7.3       24.8    4.5
 363470 6007443    -104      237    151    237      7.3       24.3    3.9
 363470 6007594    -104      237    151    237      3.7       23.9   10.5
 363470 6007742    -104      237    144    237      3.7       23.6    7.7
 363470 6007886    -104      237    144    237      3.7       23.3    5.0
 363470 6008030    -104      237    144    237      3.7       23.2    3.7
 363707 6006729    -104      237    161    237      3.7       27.0    4.6
 363707 6006890    -104      237    161    237      7.3       26.9    3.8
 363707 6007051    -104      237    161    237      7.3       26.7    4.9
 363707 6007212    -104      237    161    237      7.3       26.3    7.5
 363707 6007373    -104      237    161    237      7.3       25.9    9.6
 363707 6007534    -104      237    161    237      7.3       25.4    5.5
 363707 6007691    -104      237    153    237      7.3       25.1    4.7
 363707 6007844    -104      237    153    237      3.7       24.8    8.0
 363707 6007997    -104      237    153    237      3.7       24.6    5.3
 363707 6008150    -104      237    153    237      3.7       24.5    3.9
 363944 6006692    -104      237    164    237      3.7       28.3    4.2
 363944 6006856    -104      237    164    237      7.3       28.4    3.7
 363944 6007020    -104      237    164    237      7.3       28.3    4.8
 363944 6007184    -104      237    164    237      7.3       28.1    6.7
 363944 6007349    -104      237    164    237      7.3       27.7   10.5
 363944 6007513    -104      237    164    237      7.3       27.3    9.6
 363944 6007677    -104      237    164    237      7.3       27.0    6.3
 363944 6007841    -104      237    164    237      7.3       26.7    4.6
 363944 6008005    -104      237    164    237      3.7       26.5    6.1
 363944 6008170    -104      237    164    237      3.7       26.4    4.5
 364181 6006690    -104      237    174    237      3.7       30.1    4.0
 364181 6006867    -104      237    181    237      7.3       30.3    3.8
 364181 6007049    -104      237    181    237      7.3       30.4    5.0
 364181 6007230    -104      237    181    237      7.3       30.2    7.8
 364181 6007411    -104      237    181    237      7.3       29.9   10.1
 364181 6007593    -104      237    181    237      7.3       29.5    8.2
 364181 6007774    -104      237    181    237      7.3       29.2    5.7
 364181 6007956    -104      237    181    237      7.3       28.9    4.3
 364181 6008137    -104      237    181    237      3.7       28.8    5.2
 364181 6008318    -104      237    181    237      3.7       28.9    3.9
 364418 6006825    -104      237    192    237      3.7       32.7    4.6
 364418 6007017    -104      237    192    237      7.3       32.9    4.5
 364418 6007210    -104      237    192    237      7.3       32.9    5.9
 364418 6007402    -104      237    192    237      7.3       32.7    8.1
 364418 6007595    -104      237    192    237      7.3       32.4    8.2
 364418 6007787    -104      237    192    237      7.3       32.1    6.0
 364418 6007979    -104      237    192    237      7.3       31.8    4.6
 364418 6008172    -104      237    192    237      3.7       31.7    5.4
 364418 6008364    -104      237    192    237      3.7       31.7    4.0
 364655 6006844    -104      237    213    237      3.7       35.7    4.5
 364655 6007057    -104      237    213    237      7.3       36.1    4.5
 364655 6007270    -104      237    213    237      7.3       36.1    5.9
 364655 6007483    -104      237    213    237      7.3       35.9    7.2
 364655 6007696    -104      237    213    237      7.3       35.6    6.4
 364655 6007910    -104      237    213    237      7.3       35.3    5.0
 364655 6008123    -104      237    213    237      7.3       35.0    3.9
 364655 6008336    -104      237    213    237      3.7       34.9    4.4
 364892 6006971    -104      237    236    237      7.3       39.5    3.7
 364892 6007207    -104      237    236    237      7.3       39.8    4.8
 364892 6007443    -104      237    236    237      7.3       39.8    6.1
 364892 6007679    -104      237    236    237      7.3       39.4    6.1
 364892 6007915    -104      237    236    237      7.3       39.0    4.9
 364892 6008151    -104      237    236    237      7.3       38.6    3.7
 364892 6008387    -104      237    236    237      3.7       38.2    3.9
 365129 6006860    -104      237    258    237      3.7       43.3    3.9
 365129 6007118    -104      237    258    237      7.3       43.9    4.0
 365129 6007376    -104      237    258    237      7.3       44.0    5.1
 365129 6007634    -104      237    258    237      7.3       43.7    5.2
 365129 6007892    -104      237    258    237      7.3       43.1    4.7
 365129 6008150    -104      237    258    237      3.7       42.3    4.8
 365366 6007116    -104      237    285    237      3.7       48.5    4.9
 365366 6007400    -104      237    285    237      7.3       48.6    4.5
 365366 6007685    -104      237    285    237      7.3       47.9    4.6
 365366 6007970    -104      237    285    237      7.3       46.8    3.7
 365603 6007056    -104      237    319    237      3.7       53.5    4.1
 365603 6007376    -104      237    319    237      7.3       53.4    3.8
 365603 6007695    -104      237    319    237      7.3       52.3    3.8
 365603 6008008    -104      237    307    237      3.7       50.4    4.1
 365840 6007378    -104      237    346    237      3.7       58.4    4.6
 365840 6007724    -104      237    346    237      3.7       56.4    4.3
 366077 6007255    -104      237    386    237      3.7       64.0    3.7
 363444 6006840    -346      246    168    246      3.7       29.1    4.1
 363444 6007008    -346      246    168    246      3.7       28.7    4.8
 363444 6007172    -346      246    160    246      3.7       28.4    6.2
 363444 6007332    -346      246    160    246      3.7       27.9    6.0
 363444 6007493    -346      246    160    246      3.7       27.5    4.6
 363444 6007650    -346      246    154    246      3.7       27.2    4.2
 363690 6006770    -346      246    170    246      3.7       30.2    4.0
 363690 6006939    -346      246    170    246      3.7       30.0    5.3
 363690 6007109    -346      246    170    246      3.7       29.7    7.2
 363690 6007278    -346      246    170    246      3.7       29.3    8.6
 363690 6007448    -346      246    170    246      3.7       29.0    7.4
 363690 6007614    -346      246    162    246      3.7       28.6    6.2
 363690 6007775    -346      246    162    246      3.7       28.4    4.7
 363690 6007937    -346      246    162    246      3.7       28.2    3.7
 363936 6006755    -346      246    174    246      3.7       31.5    4.0
 363936 6006930    -346      246    174    246      3.7       31.5    5.2
 363936 6007104    -346      246    174    246      7.3       31.3    3.8
 363936 6007278    -346      246    174    246      7.3       31.1    4.2
 363936 6007453    -346      246    174    246      7.3       30.7    4.1
 363936 6007627    -346      246    174    246      3.7       30.4    7.3
 363936 6007801    -346      246    174    246      3.7       30.2    5.4
 363936 6007976    -346      246    174    246      3.7       30.0    4.1
 364183 6006767    -346      246    184    246      3.7       33.4    3.9
 364183 6006951    -346      246    184    246      3.7       33.5    5.1
 364183 6007134    -346      246    184    246      7.3       33.4    4.0
 364183 6007318    -346      246    184    246      7.3       33.2    4.4
 364183 6007502    -346      246    184    246      7.3       32.9    4.4
 364183 6007685    -346      246    184    246      7.3       32.6    3.9
 364183 6007869    -346      246    184    246      3.7       32.4    5.5
 364183 6008053    -346      246    184    246      3.7       32.3    4.3
 364429 6006893    -346      246    195    246      3.7       35.9    4.3
 364429 6007088    -346      246    195    246      7.3       36.0    3.7
 364429 6007283    -346      246    195    246      7.3       35.9    4.3
 364429 6007477    -346      246    195    246      7.3       35.7    4.5
 364429 6007672    -346      246    195    246      7.3       35.5    4.2
 364429 6007866    -346      246    195    246      3.7       35.3    5.8
 364429 6008061    -346      246    195    246      3.7       35.1    4.5
 364675 6006895    -346      246    215    246      3.7       38.9    4.0
 364675 6007110    -346      246    215    246      3.7       39.1    5.2
 364675 6007325    -346      246    215    246      7.3       39.1    4.2
 364675 6007540    -346      246    215    246      7.3       38.9    4.3
 364675 6007756    -346      246    215    246      7.3       38.6    3.8
 364675 6007971    -346      246    215    246      3.7       38.4    4.9
 364675 6008186    -346      246    215    246      3.7       38.2    3.8
 364921 6006991    -346      246    228    246      3.7       42.6    4.1
 364921 6007219    -346      246    228    246      3.7       42.7    5.2
 364921 6007447    -346      246    228    246      7.3       42.7    3.9
 364921 6007675    -346      246    228    246      7.3       42.4    3.9
 364921 6007903    -346      246    228    246      3.7       42.0    4.9
 364921 6008132    -346      246    228    246      3.7       41.7    3.9
 365167 6007098    -346      246    252    246      3.7       46.7    4.1
 365167 6007349    -346      246    252    246      3.7       46.8    5.0
 365167 6007601    -346      246    252    246      3.7       46.5    5.2
 365167 6007853    -346      246    252    246      3.7       46.0    4.6
 365414 6007312    -346      246    280    246      3.7       51.3    4.3
 365414 6007592    -346      246    280    246      3.7       50.8    4.5
 365414 6007872    -346      246    280    246      3.7       49.8    3.8
 365660 6007522    -346      246    306    246      3.7       55.4    3.8
 363653 6007160    -597      255    179    255      3.7       33.0    3.8
 363653 6007336    -597      255    172    255      3.7       32.7    3.9
 363909 6006975    -597      255    183    255      3.7       34.8    3.8
 363909 6007158    -597      255    183    255      3.7       34.6    4.3
 363909 6007341    -597      255    183    255      3.7       34.3    4.4
 363909 6007524    -597      255    183    255      3.7       34.1    4.0
 364164 6007063    -597      255    193    255      3.7       36.7    4.0
 364164 6007256    -597      255    193    255      3.7       36.6    4.5
 364164 6007450    -597      255    193    255      3.7       36.3    4.4
 364164 6007643    -597      255    193    255      3.7       36.1    4.1
 364419 6007183    -597      255    201    255      3.7       39.2    4.2
 364419 6007384    -597      255    201    255      3.7       39.0    4.5
 364419 6007586    -597      255    201    255      3.7       38.9    4.4
 364419 6007787    -597      255    201    255      3.7       38.7    3.9
 364674 6007117    -597      255    208    255      3.7       42.2    3.8
 364674 6007326    -597      255    208    255      3.7       42.2    4.3
 364674 6007534    -597      255    208    255      3.7       42.0    4.3
 364674 6007743    -597      255    208    255      3.7       41.8    4.0
 364930 6007429    -597      255    227    255      3.7       45.6    4.0
 364930 6007655    -597      255    227    255      3.7       45.4    3.8
 368523 6009570    2327       69    168     69      3.7        2.4    4.5
 368523 6009713    2327       69    118     69      3.7        1.6    4.2
 368523 6009848    2327       69    153     69      3.7        2.2    4.4
 368592 6009497    2327       69    161     69      3.7        2.2    4.3
 368592 6009787    2327       69     59     69      3.7        0.9    4.9
 368592 6009863    2327       69     93     69      3.7        1.3    4.7
 368662 6009477    2327       69    122     69      3.7        1.8    4.8
 368731 6009427    2327       69    160     69      3.7        2.3    4.8
 368731 6009911    2327       69     59     69      3.7        0.9    4.9
 368800 6009426    2327       69    157     69      3.7        2.3    4.9
 368800 6009531    2327       69     52     69      3.7        0.7    4.4
 368870 6009431    2327       69    168     69      3.7        2.5    4.8
 368870 6009879    2327       69     49     69      3.7        0.7    4.9
 368870 6009961    2327       69    114     69      3.7        1.7    4.8
 368939 6009485    2327       69    138     69      3.7        2.1    4.9
 368939 6009847    2327       69     62     69      3.7        0.9    5.0
 368939 6009948    2327       69    140     69      3.7        2.1    4.7
 369008 6009556    2327       69    142     69      3.7        2.0    4.7
 369008 6009672    2327       69     89     69      3.7        1.2    4.7
 369008 6009760    2327       69     89     69      3.7        1.2    4.5
 369008 6009873    2327       69    137     69      3.7        2.0    4.8
 369077 6009647    2327       69    184     69      3.7        2.6    4.5
 369077 6009839    2327       69    202     69      3.7        3.0    4.7
 364072 6014965    2034      516    199    516     -3.7      163.4    3.7
 364072 6015193    2034      516    258    516     -3.7      206.8    4.3
 364072 6015492    2034      516    338    516     -3.7      271.6    6.0
 364588 6014782    2034      516    179    516     -3.7      137.9    7.9
 364588 6014971    2034      516    199    516     -3.7      161.0    8.3
 364588 6015186    2034      516    232    516     -3.7      191.5    8.0
 364588 6015450    2034      516    295    516     -3.7      236.0    7.8
 364588 6015789    2034      516    382    516     -3.7      306.1    8.2
 361996 6004617    1663      227    262    227      3.7       38.8    4.1
 362223 6005123    1663      227    201    227      3.7       29.7    3.9
 364263 6014653    1663      227    417    227     -3.7       65.4    4.0
 364490 6007007    1663      227    235    227     11.0       36.7    3.9
 364490 6007242    1663      227    235    227     14.7       36.4    3.9
 364490 6007470    1663      227    222    227     11.0       33.3    6.7
 364490 6007681    1663      227    199    227      7.3       29.7    4.1
 364490 6013829    1663      227    216    227     -3.7       34.1    4.3
 364490 6014072    1663      227    268    227     -3.7       41.2    4.9
 364490 6014377    1663      227    343    227     -7.3       52.9    3.7
 364490 6014784    1663      227    471    227     -3.7       73.5    7.0
 364716 6006837    1663      227    272    227      7.3       43.2    3.8
 364716 6007125    1663      227    305    227     11.0       47.4    6.1
 364716 6007430    1663      227    305    227     14.7       45.3    4.8
 364716 6007718    1663      227    273    227      7.3       40.6    6.1
 364716 6012706    1663      227    211    227     -3.7       31.3    4.1
 364716 6012910    1663      227    197    227     -7.3       29.5    4.0
 364716 6013107    1663      227    197    227     -7.3       28.9    4.4
 364716 6013304    1663      227    197    227     -7.3       29.4    4.8
 364716 6013501    1663      227    197    227     -7.3       31.0    5.2
 364716 6013709    1663      227    217    227     -7.3       33.8    5.5
 364716 6013940    1663      227    245    227     -7.3       38.3    5.4
 364716 6014205    1663      227    285    227     -3.7       45.3    7.7
 364716 6014531    1663      227    368    227     -3.7       56.8    6.6
 364943 6006800    1663      227    346    227      7.3       53.1    3.8
 364943 6007165    1663      227    385    227     14.7       59.8    4.6
 364943 6007550    1663      227    385    227     14.7       57.3    5.8
 364943 6007915    1663      227    346    227     11.0       51.5    3.9
 364943 6008247    1663      227    318    227      3.7       47.4    5.1
 364943 6008557    1663      227    304    227      3.7       45.6    4.3
 364943 6008861    1663      227    304    227      3.7       44.2    4.3
 364943 6009147    1663      227    268    227      3.7       40.0    3.8
 364943 6013532    1663      227    176    227     -3.7       27.5    5.4
 364943 6013715    1663      227    191    227     -3.7       29.6    4.7
 365170 6006978    1663      227    464    227     11.0       71.2    4.4
 365170 6007442    1663      227    464    227     14.7       74.1   10.3
 365170 6007906    1663      227    464    227     14.7       67.4    7.0
 365170 6008341    1663      227    407    227     11.0       60.3    4.6
 365170 6008720    1663      227    352    227      7.3       52.5    4.4
 365170 6009035    1663      227    276    227      3.7       41.3    3.7
 365397 6006968    1663      227    564    227     11.0       86.7    4.4
 365397 6007545    1663      227    589    227     14.7       90.0   13.6
 365397 6008103    1663      227    526    227     14.7       78.7    5.7
 365397 6008573    1663      227    414    227     11.0       62.2    3.9
 365623 6006930    1663      227    672    227     11.0      103.6    4.1
 365623 6007602    1663      227    672    227     14.7      106.2   10.0
 365623 6008221    1663      227    565    227     14.7       85.2    4.2
 365623 6008686    1663      227    365    227      3.7       57.0    3.7
 365850 6008172    1663      227    627    227     11.0       95.3    5.3
 366077 6008339    1663      227    571    227      7.3       87.3    3.8
 367210 6008121    1663      227    675    227      3.7      102.0    4.9
 367437 6008084    1663      227    601    227      3.7       95.4    4.4
 367663 6007887    1663      227    662    227      3.7      103.1    5.2
 368570 6013077    1663      227    214    227     -3.7       31.8    4.1
 364246 6014726    1418      264    279    264     -3.7       58.1    4.1
 364246 6015046    1418      264    360    264     -3.7       75.5    4.5
 364510 6014554    1418      264    237    264     -3.7       50.8    6.8
 364510 6014820    1418      264    296    264     -3.7       61.6    7.1
 364510 6015155    1418      264    374    264     -3.7       78.2    7.3
 365038 6006793    1418      264    212    264      7.3       44.8    3.9
 365038 6007015    1418      264    231    264     11.0       48.6    4.8
 365038 6007246    1418      264    231    264     14.7       50.0    5.6
 365038 6007477    1418      264    231    264     14.7       49.2   15.4
 365302 6006784    1418      264    265    264      7.3       56.3    3.9
 365302 6007062    1418      264    292    264     11.0       61.4    5.6
 365302 6007354    1418      264    292    264     14.7       62.9   10.8
 365302 6007646    1418      264    292    264     14.7       61.1   11.7
 365302 6007937    1418      264    292    264     14.7       57.6    8.5
 365302 6008216    1418      264    265    264     14.7       53.5    4.2
 365566 6006848    1418      264    337    264      7.3       71.8    4.4
 365566 6007201    1418      264    367    264     14.7       76.8    5.6
 365566 6007567    1418      264    367    264     14.7       75.8   12.3
 365566 6007923    1418      264    345    264     14.7       70.1    6.9
 365566 6008248    1418      264    305    264     14.7       61.7    4.0
 365830 6006981    1418      264    427    264     11.0       90.2    4.6
 365830 6007408    1418      264    427    264     14.7       91.5    9.0
 365830 6007826    1418      264    409    264     14.7       83.5    6.7
 365830 6008203    1418      264    345    264     11.0       69.7    4.7
 366094 6006818    1418      264    496    264      7.3      105.1    4.2
 366094 6007314    1418      264    496    264     14.7      106.7    6.6
 366094 6007794    1418      264    462    264     14.7       94.2    6.5
 366094 6008208    1418      264    366    264      7.3       74.2    4.5
 366358 6006709    1418      264    581    264      3.7      122.6    4.3
 366358 6007290    1418      264    581    264     14.7      120.5    5.3
